donation_id,campaign_id,donor_id,amount,created_at,encrypted_amount
384,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1790000,2024-06-11 14:38:53.366,387428681728391274127508764588282635224576133486692091267792485409181891373998535241212657713915300501820242173763338157090961724270403928601128262303827731547792532187728218834476985939893564879773415247536417176851363359640794201702322976207031955273155603810745016675644308445233650630521795666038198173303607690839049149972824090764492821285037423716793227721969905313824913711929048808780717772224782737753428962188972306657065622892147394789603564364052980185972286784261464167149878578504994306042343788703835390030891882176044170482313046361713571471200453816508594847212958373315720540960301364124542942586473555640786688457392121826801339136636393518297957275278533566326638992577335874449819863511321228431315051031130968793885926224564110857035402497683706033349512457475294868300233263042603988844343353969818181333408717852127146406651182432580908150015078919383957899922214611573667539187989077080615835349322503432860094621264455535501645595331539868224723520262500083566826164935672391824935181314660650654709817722986540174544227977811579264294577973474784783071591376959237518535501305714524154940206988250760835334510441508497676663276774773429373193074671992635587106425174078022529645219017032807628070595401429863947053854287582401577430450314245600124405559288799333533728173182900577277295343665752855947898955226817799018497143417428222096884608251835512081558545432314595210703637836410975571717525197314612782758460848384509655932352949657159351659062386158684658706264337997912037841339524934485723715369466844897830732350778079961808027931001787826604902301757500738681882240778550672733607053857757463004654027458484412834423501164860334884119363453322511633481921274583030905149254330318527737170413977659412564688429505526145818031584971020435079309319974157309020190400552800595305348755627188037876900243915282523334748391494297019312630861453626625493431202126871857268923737465470148830709882798632797545165600408777288725674017193476640208038531418185392369492692708737272243948264308503290082313046878613093062137445173912727300101688251032306329038758768472321665362146530852659584991004683355440356823784321719677724388305314070961108312450388256746006174106445075811928005130238256917211310732078893590917460517377919047862806241091202790826491453408581801229261800292714698819675285155256181961155209652105131211093444326849958506325064033513867251389242056769708084290166247719404540134090091139128373000875461984872599506
385,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1886000,2024-06-11 14:38:53.553,351401651543129437305712957570840327549188665415020541843766602557730258468435456129180608742744106634549699211736418823500362549679276418934343604046628286351986925234333572008118637153117212228172857936887931601398637526888598244704808214676682356136594404223441735313202270970121594790764089823094231451698897768293596723991304219884959077869939769906474951216507646990008553261901631586650100045833930649052393121774162650463358053728672008498960163918969142421168136641910269379692541279064784996346197713220181832458567511072938256240242660503241031183568389591266965213456993416885642968454909711164401941740575674083827600005304420273629769022946355928264613374185858766201169531291409073896608883154234917814195387247693460162281129886089271903113146873653579154185606186780573837466855687822402153435167356962727406227146680223777718478493693158438868601069730977597676996608639384519695779454439997154675908786836005054259366069522347381960576382719635401783995012017017647388394506843063930127480603444980314015781028709185238934925695937145244043814714001047153462348964808696350866026476483630069712025847751815767872262214172828025281234899846263677205605007161365264789271409518696083244658720333077302929986760902054410636053937798563770053999767315638348902721169747457724558425391703544037005474777471443546480796795259359757514592366971690981714614583864312003573086240844605185721760396498131532001896541308098473434930229405743891992267682590092178069004744554217189721442690950499612501277450639504815779637885514103699150206583908909239582626656987059506764102061973356874335256863162406375971961233309354193078875575568728387939651957320011524784341507305898045653661318393420745450091334968292435266346074865344339803286739544983170709974836422142033757233815368917161890526624001007180255799820949623232453525201630168035316267967055119517057800627065859088182076673715581854390961657403958853339580717045333727456378182756527162849450298521730150435267166762150547758487408287298462726669881565387210322827449829310852946111127456456370632400369396368422068447798083812880250905567431572040745429830323290314545495523003888167261959995163550495281091715602646224636243724258543197065490078863203513824286164787186310242717447693860566970372478254848094171865672056902507548303743235956860046412567518063424571292481881320437076358105023651737476072776442688701613843733755758690772193436929897001722483702913456334550503510479308691624371
386,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1571000,2024-06-11 14:38:53.74,238949884649643532337787878503154016424098443298046325727864682229427095434635322730148250568712850228180242363613442083852816534487207159937599797350206272366997484324622473042917422257607387192746631941478639102705154416806331972199850980465360656495903779582854653510498361278354654793832559850262260910080047305907998206402741650114138221504875805180424157104502301451660082362760518125532775238918582608347153942936190887846427912235086146744155286118796230613273171368421005375380517531030285931250722436578054023957055322404851470612135421006673940941254178552260498893290726739832841525322269043564764575465715716488993366930462881828419633032968809213570741719848020147932119581332379305116004760795887098031260579842447376437021498153268966175989765423160554575007043007715720946120849327679299845358860798430110766271820072711449881468488194461966643418521715787814313909515549454291967419140050584532642751596369405626975716535572368802691988728994359892644526233238581197306385770567319117545392041149558143567055196355783133008182326628559227123892564408607311728954936098208234276330262314232268488636748755071748346827959472109233459786224436178725198209804364441961629998570110998276076259309922340513190332789779109539044139162252566334808966382895571404059733964470014314153305618300611883991036297699057706705051775908526001527797601790112022396615699497033294299642889995897548166068465451008040223094934588886539551976867727926364719189016489999592874414044776767462570057910762275325729737144839307470660044420754211366433871396824170777935349399652406005789649821821255578833366469909756984219356552561542618574946123917745200072371917660366071790413412432994177416895653787761585879485744227405935850458689835152349721551230121660591689653659464650735288326713542556267932200674786225865795179357713239835275253500891283952168070669741127852650918474641655338576457798111916969219160871597858115751277471824806504137925709845112977566526901381408292862264244075705406990886167301665622691023301811347277601497341562016595014179125035114124586487225345378953396041788798468836910963303261924311130398654029267450341837092496379294492848622343879968603190728903169118566681159719219903342265482557168245810698544381519475304633358968526589464526864986415415767433484792499006658926718259600041065504669288941453617328914731991583628864109724188930985755254289576675776288815214265799382269323758904261670754880775692449951698331502080510380255
387,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1670000,2024-06-11 14:38:53.926,280366487000799523221895700204958763274899436268041929587885612907713963486610258963936349202639261502539941816004793035228706554274686841575731977370308819012046839696662735681232934254994159787001834460252134744074131422243170386149323041619177153748071548299248729166594404328868958796922168665424214350143291373244423427151317348230796650394257510568958632515924141193135369942036934017805356747928543289698329089374442623633661796391083551904919321010314414687970220282134857997763004944616298824254625021620875666380870627130808262111646638823877487534657032391989480703305424533574649847547324308481694661910307468890996215177120134322337231457079894904140443853021792882551326949751760715652792679562359946169908557975538922412627876670202570687559760077202130011764876101578843190880614440431915165506746335455013406394496977094452333983842450252283013550720525713095678794367312275348655805542652019270072664444862535857956168500436632432197775322470274523312912301666258112696446151773639987946001718375826845728019027586437228512548936480034081581747013065814991361426265541717968075483787618047771545593456770615913092272617753617344091946437149412169390553979171236789194404221787836399141651508221129103088456924916470216481837488573136620117761200474199418358881555585069389651118368041910472237487523327449469664162213835945347549276163053842224731251934755540988151254096724077870003908945327853814215376650632719247720260350381693258910032832350920893481039044785427545840109265887468004196554899359446396959427868065802238329650648495915518127335829692743835715542448275601550819854936340024115377072951093516206054190604977870023238890766728364871257248759015108815732943932328344082025942757412415215480653867699480043647181852962487107704523678748646052181002595806763373301179831992252848687409996756456185247811398613174438035082436327995369334439640570775208145541695215525489062729509901403861294913910127454056040492755457542085519239634451228276651047173305591170618903728783229615380607545683177488176399555150744667506044818977758518214323036034744326621694164676813160366759333407607780630862342021489843462833175396481707440713149681039447047658705558822188512020442168903719959360922291189896721258833368658200011272843420649636234056276403500159031652022343810305392360855441866800564252112516161039414557003489555164377698047252238031550487395604643677310817426546762976226505795072971989124821967340814143054219574112550646189717
388,1,aef9f51f-6292-4bae-87db-c1962c2a616a,41000,2024-06-11 14:38:54.122,187816399608835742297992412159033945871408655185196806682946998668380973824004545146839409086317441077900533234349829783343260836684191207240150601527922881991342844874385242955817561454980005577663948478923235566787456232190818308388212306708630750322687344499552010708058004666163641056224778148047372678666216709902697423015702818418466039894492785719425026014524949852046283594096027036986557361214385397710701590706318306095737489682530573952043394693991950495413692099651468008108775368522662798220477919442373778410700106918281063320002297056748250409683096011981664194364692982542967763129902117770702736618801778475030134127740706918974463095032063430741566802294979034267125194366635337634720349665388107419538887411337792484323737506197807542019561144179610380285943379981878280558756376320852723400882516636520672779386858753563994821879214085309727717799307972991657509955410416290302947260563991590527479820895368656614528170121664550195164040523587983109851980859834973111646804554991396054934096085478160416293751500321708746256596944509036764267116110850435971487621642205510930882307541461836884916114711629006623045150194375522225971700368183291124078979094783169320170102609297376130701085212111424114915986086236782063221655641056368684830139338476728178496790911720626538542889818749799240142717765401164293340547135814631995824261405028106083462432631263390845058153607967220338808903291860503113770068543002322986049972538969659837893957141102115332694860314003562190951503449298623155506659573117290920713456521888419295152964887550131932248349634679459793827092560699029559478950370976449987729180327359586971821694122791022912460297325285008863463813802963043039511310057411530817037614371370671357777096945210427846918273670913378227988413902496705279498405375753817295355062176926252859888115725334642858962079994636758453624723258676202298943548941547280634360659974764322037825640449788234253630163767006935700695678764523968211632319720861076497045331162252090182361987575213188264380459322149802972236666236295766231884081874344624316150208117124386633408170342135447893768594002706580425447285065856088894873250459494497470111247879068429310645600452492035286040116340914065275976992734652343950910037263533400081408003938866273953006178825188171166664098173544883895906568292896766880456639456254580099487016683954232387945071288033791627445441740621071819264609029890353975942155280058571427785822683247664995061706463857549432164
389,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1206000,2024-06-11 14:38:54.306,104000356414885485912716118664383035921892505175182739183514840142761923186601428544711730827030561963662562592827938428687821866353417506997747224315260958219343736792215427693681073281208277516810343131720067872753578339892665619598645007553661401989395706715842512853097047232628696232618005115636974700030467750959670339757193074850514782011159104934341929785911141116083307327587707661265932745116237641049663806600774488526568421718558223942182231819500153307527772917361937937632455017371485519996587286674382474511642979869564540745447456325785739883451832337177968725577575081865115378655543769981917479792339897921473035850704882097799351890547255551980460152431734861857537652260705083905167316597257169093011708741661599341878061831848007062750166438782145646652312522239622249091383167583971646070160100325561625156335797249735470872505550583963548140274564457264271787528334804414317566795906781708769998635745040451925394572230492927423579556592111643565201057687417597688621169509686435663888344455277902948234934886141709745889300689275546994063325658713629137343363597594417378370643514056961640989461389334908963274667580149197225321278494296213348714387566547537372346817704717584064069116820405290613960001159555776475723970084735484527625595339897521521601352086993939896164500604892047119762587018026984392424290680334038494320666938208098913270915166808308888249935393356574293381878577355154447067645734426024841307330824129964532459427333802939191831598384621619703601850639417976260066257753380251856595769996889474787507289410302196574086614576581155558913737854198273147862299590434516314965396620808463520633847168442603707694668437149149976680422515441293717134829691957496873195632689290623300696834294387202870633952107429965248358842075279361111488966581499380021112885165996600101417223461233676412336474815026446131763334696052628067035105154207525475601760182239112564733919576982583163662707277359298638453347553830378071920930536121716184762183372471104689321817116881121260740910508403802156499795384443294048354932070527004829624883849320256714034424856008568058012320793204996060169314941247613267385723187298225337320760037852582647836260423914305298586337443106182217161446381846764237004672051843892273250444125647990171604982193385060621608347884265919198450646445501695241977030781571780644190789254385323966849010562097671363763188036509838338920137807943455208634154368171986781312333935933287771434545467930359084169
390,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1020000,2024-06-11 14:38:54.489,183964433176406785406886377936592411726216996992404856087169683291660417411631070247546711509317098612540564921873898696359037335368696947571362512190253598256854066287160098052323653594719618735463223328323162019175986776235906998188076324974456559557182658032149315698083587547227633211740751615005446066900304676067453877778672278418616473892171312537172234101741877524684472413751873678624020236037083218366451116161652246859554574411817722236405051767137065826567662651562264619261528824382211998398743229931235980112809363776696846177053104480062505853304724302413288068647506413760575535534511321343211186872009771731529124458905291525706733379782577221161021095003186439562677388442778819425705365612570435302604030907311703100655471732291137836739958862257278026981902900921643136859588198759169892772434978718391915703017304487905498946095437296673624833509484632505977134189147676913843676081340149496961821150786248037650148977097671627223978637398725395358475816545641581864405884012740890379938824586634703760464155948912685096102358638183555022217405701290325327254599917773936673033066588649210620884853002321254393006720270237437629648991628945523222649681726811889700117407437488256071109613674166535233584806705583452727808368002273264459315445143500283006700317433705065752277616511642781679840059813462498273454032126773787484164486575013752596451896713459439884614657486282300475036830491427484327003825239669978751656697801820482222840845185422305149928523301204017075991644101647046304197038326185355947570611959878604529888093824601670753011703846205005979451438714906019396624918679877432174562054431145078727216203181120484020624958658598277739898455772507160109891363040416132029084488828905187839788724280912977532495733886264380945584331637253862250626296510955538790798588410551227645101623267223481670073475770337064134784426784819575814646891897754218691920584404325690397616415985801839654950264152150014669229800199122265271922548727972454127876904666343409237091768216946486028237934459329077667618956554440535100456703363613301930637310732895595862216051521881437855499399360210359523392237638988139363862187549216787892470512951033500847317108638526592606325911140682907629626521808164620302079975006174063481416599621722011273834762389265840379353092639157120428688006117861499821935617442721838763409729388986180165569153775880781723321041652800241975334381927840325077114672089410264763404873126241541110259868216323130934189
391,1,aef9f51f-6292-4bae-87db-c1962c2a616a,344000,2024-06-11 14:38:54.671,342115581194789769521566807916816284708400054909803793228577163494082945321483605298058828135912380577254991216592728926603633626595379468484797515428485318948302554430879301371720944207894171808450386697784275185353639940969118603616883846482966014444731626042572069621031146295127269029296093670950720052530663980528678594474301358372317910420883962751296173127616856936075901832328684981367622087091250144985450145461303252610302983802953361981523485433181032247515029958923221106918047363778931314530587223588828202300837542872041837602499131867327144870141517067908980197855611274441691281518875867548917247391992642344192455311308883905769571836765185366045949705508920739775395455487167016050413231272942315202386128174290433562835984079249933236961851860747633207229643618404900207055081605112956239996173186956785999068760911947596174790530826562128032801693104472953526100449587084777591152707201142945696787031747028488247216844827130932543970351378677583502100779328704913546576901193493548989356624781053321423916151119616433618076737970019175782167716709817876900259993517580021187905516793706149795538575535549793253881794757795555453507355421582868923651613836405214744271464482123343952326843070917840432537237155847187577287571291362708512182281835515283879592939398568659969429057551933525302758217252546861556550740515909536964023106624975464537250289423465621250679166461496063267114305717874214239381388646162854469244989391213795916906204224052165460457799190740046578789518214197761383269368034233743458593249695940747156213498235126202236291908379365479133462056108412463469911269890240182812926979809877031043894438668519776844400214705222020490114507047338624049440326626282150954686328339361476150884391554607757389868963089497759044472071603149084671151635013182961214071516985023913266108437211667274211895129758364442574987491925597228409498160931995878158100134151526244886066065211568957728520971799484343322692800118703862927087832385886037083967828389392780800120231459199610601063976032626940611435341274004353006518451105201448722904569753839934357543246836261326125604682298590703102614530571391931838740840509880787903493141582604535809857106531939498753079420301433482996615105388694666659532771788027516284732628630350516531667791643065607655917000675051311393606626919984622389202662875289560254381552904873977649258394584137712580801798918308421287630746569375374313107906072676994894782515909848085745858100172730186431575
392,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1364000,2024-06-11 14:38:54.853,56202440876922641569876185115758022698246016857828369415958626424424449718933659258920393928414227478867241542586407125702220047706601176221659895765808717451678891762390028536108751357002719696315446520851177532596551590335183527028690911691845169297433512133812852718139168736627312504263577104236272459686591141196806713281340876505272064992955029480303055702790931848174356772717582641135530447684939659477779420729540752448659002987372128041028021796295879238308957242537151986717936020569465107844587224485579424571201913666733888019162840385951206234810328585396147863319978367505216481177995080989504479686394475957808380392064685583466899814729296302148130636571786106552867582239033459727852030472977369671092812553747151270040463616379762795975620873298220679420116328800347726926270920825714973500817818147149640565497044536978819468928907041435471831688538480007775132952831309180613146252461465093376083476150965225941047351741458176208356177185258059845607335683111936751393943434150206932886001297932456832321441132723606357540976492952206023836270498764436608951978969138913152719320210478126494487144527413526403803545804633793534527403609161641935465129408740708563932909640766019384300909828424584573458574421533793535160344758245084729327270786797853554582891787702571882844808764511173657947436658987715404134722124498893253565162017474009435158398130214032405616065615047060540620228575288814079535053554330142009636470478821354457665361006479526366609120260810961608457862362303931996342267513048453812211142483027736036298953961823955661078982452827163455582228932454816818822944476869274343952253477730513438971828386633763124713449279323083084817812961594514476032689589313182177803207488901707495511193775116112456850328788989216031614598755197305385388673212331196052835808602781969451428942423670651745586946734335426210595592266077673775980779554298346287633725324114160986958313707664891740874338594986369936528276546638616634278605486789462249894760640037448077543457761380947049412263504084750311533710240013334786625047613513508934225887729882234448640548688856949750756831005147560065888229967640753352864064486259232206628967155731230676824790677192610207186948162585014234087243432200980893443048928136313467823981964304321545538847718803776107235819487330021576885245819730917834023889855362330771556378359124924768493143912034179865447341613265797756334727983607835841771707599642031728004555321073756790772709934920646553152
393,1,aef9f51f-6292-4bae-87db-c1962c2a616a,544000,2024-06-11 14:38:55.035,87348560977731589802327161025934856529910697087991284407744347727027237083556822893535653470416897956092851436082640556447883326954515742370552095849700887448689067133249590358913378779025398066958358928674352331697468505802759488672877146910804352337312843885362685428753232644661165906224127136826169233105731007026809558272107520648745214448429727314942777524016584323133334942744155325585941269113552713911378581433542214731982982525525804020315358325701924065337569598777115283472715461624218626585030108759924515880005643126399365328276411457177150954178597696514916564323903842978922591002876475600494131244275551161159438224042582846441390440952156621605664356548643486507956896014906545460722276383647278417184322241907351096877852349727986205774371353612589383768347264168276532867190125362643779146927807768023368129920520121573221393236161483743452500383582817154708454249199488657539188202268272669309239972898439522855951114603420562153214048410191181323371012180723577961948126861143077885213220334836639909834263719956749248986035475599446082316711030160081641490462173399020684980555258598110769705722024535827483017764978417760669772328052179617428109564468906851196721880678457239141023350643573478778826894242016291958443103156422627030381579225038052570651260038048886884944725869500226464229966156398970085971792394243520993451140864167066796540412616296662323854316876281958185199026913978326947041297608934228590642568178604442256589462704892085394129249619365906413096394705444677056396844814718809230696036089690953468555836084776053508832323509787351319238449105536042829502895641550106380651519367216689577368213946571921503113584512388804182725060045473157390581620070028223480713413615353439955744722033325577510093133899027262648813135955737523418085277796597620092790766709595103198672254235412383475169684626901750848855447383090259364144688736544926997682356056426871543879147936287778351446075336791983283124027070424089156763585187415926797603063021189342058469358736762843655347618931687166786392965973887530129142405221386732887059127896228854432613027408384327653687118989381464984337808021064222958904950489760966155069080903040105809617935928956552914787915236176285999653890040500250181592520503876811171359759674978923327296977606414650994833600440856171840372407252562371198924081971073716207872288068140108633282001034280103221371352524425188877842935479378999121932819687389213261624511716670948145851653400437700977491
394,1,aef9f51f-6292-4bae-87db-c1962c2a616a,486000,2024-06-11 14:38:55.219,260415850559629579782786230389401375574260643968887773657707936229979815034891638875119785231682872404951342482320520743602762972114164487947460285537088804597420737993325734762172328000108430456881123920588779326613557211992184527982878591367579791875525029011982430850184519788593769290216669256060961062188832564963487445259443662890499652725128735463319781867507957253879446917969900530750823564506621102000263547537614088917358327976392973609682828505947668825702691476212316909453521525747362447824707544381812535104294922815324674964997621892950933340093924156609944281539941575177133839339204457335505796767269737484689660397994591632722309092139078496169221622836836759192483173554701383834365339604939829558032299745761132226026790179950357040531684584676982797330873230416480858456209639584107512349248102776368035246776320724407439406353783228255431590054531189533953026010795020719992612251974767708276631154710264438714099139619486034272214547182940737998977365989114439809004698254929372462998500587856031038345060778694149969642465403216683875327882915287630292494298435983437269455319383733048950173173769623035229726302622979837822153370505487720075862943300109093836042918299544543510578441252179494124494477587880574833720789987327553688320453356397528206180721852094213964011903303194105935769531085086694511688452556997127165497928265995871745005208254116332656611032591139607571550896247873302679662200485271722465920137568837983472450598830933572826924928640289977355378498289592229179809371798095341894037200656062712194347731183898848336115527505335365328550313026212774466421229411186236893670892398989065180801111653059117628973899861403062057320466771054491638980045318722700903695868503640081974356823668488254464337266870139548652846127704211917751362768393935959166918176547280964229702669895637474899701493306202993369652594516070496775777818552269754538537631147607994965767912534663172673415811535203061912020711813143475621478297232066404515194542962759317824704501567946178384852711840070009419228744920861680586542537042979894449137495121864386319690516353520304114575206016887429125660439245361537031709148221593107961674062900738298854604977675567734664874881345355783147513402625203751483061800803979373951426906793551776390284503075304902052923131110975602690804663234038665615631012979250689237593015039528253512594719811400450606164754084446919094910742413164320388001105184506482062387396264425161854503325193771734912945
395,1,aef9f51f-6292-4bae-87db-c1962c2a616a,471000,2024-06-11 14:38:55.425,74727214540922254685050017026596344384955596399774842050164972849255602820252289817505271254506435562571073986024904727108185050816180733780970676020112862878041663876013006294234666091110331651581686939229727702265177304531751520874206585427954479790770224488510579465148966942340961441437425038832272265248258791881181694077240089737095769422402243480731596032147591945509991597925898994167710497925783679822801572887942514631304737120801894385213732260275582655030979158911807235939931482341602877689334948854333160531068376461650477530616642296035307540254518789130120154062649559252338359327165324128031032834357138024845508028321841981006785756061790115372472891376915587376555260911486020778627920495422664918796701889880839944360161571375795007067241253128782546619634267946246721697969614226929511359990711339032306510136064279709734044528284905313108577362673702021129822791674134976076467972092836536856558635800828158583644903853465013079323085577590119914122208082336815001249235538956428019162451678487179836827499584219785255868705164025512410471652247055240878636228983741885934982237038890872524394408692886688296631847403395585712659014329326087224236989249734285916307940275183631336064567137461377796141152255915043440396366459315513558006056813836079099836148685016946388756682069608920688162320130412436770218452769805219223058050739861608591295733246377447907319212894205857998680024769696082066781322391555154780025819925061636010173722216833284203970607548169535592857222874753796060001836788367833528834754657719335282898320915563802167013910045953201540513034566921934493235176792388616924502772348865536982793704720241099558503082721964254785210216428518997971214215821842735873971532610710812496739819343772143313926406390322966425573810985351855126402540776849855348907640794878120075644918275581321812384271819925595587079910237483881472767730331985586633746815484287180014691663733192272031094778426731041708379635160135556727977455536823377025998618947532309280256245345605912840433279781421099768529810452409858635053046360382900632093053373864395523079623531015953781915157718086726043061497826933167358641175025669473116353044414416031287310660640187633345310071626321181972212866828289192865073394787352198237941824133477866063937511153548896190187808251145425697854947132660642872367847266097307328013132128209997458971421035134038156725211950215245450723467646513123685112584902775047168226515839765932692370291220225871836776
396,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1690000,2024-06-11 14:38:55.608,322500846443081752782307375181747737631389974267065373557634407946931799437350366588397739203474765787513745397965067127988596913443788404521693217735723293712825676953338071305890320188561328376413424455922432419278621197365685871157981799472006613680691545018306236961500284487738636394213163363696191089735983333433108456435089367497934724385079366718856402307611920514889974388250520823746059643378614121809070238043053474297620434578782296261420503498985446944603978857447128214375350058279873232558747830980734257690810129903689377886257445625231211402967459941189666246926901205590566131526683887294172811021487214141144855392063976777893921847275542252144374047296034527060926544932642992699052211537279831644671617424382123576849435402257550162735022829731662298107744188238725198826945229386385347159210212565447557897801028662093729641768096906640176796850264299892334872535395355539417310683718442334208270200631325763792730736591444978223460269319833001398496453561106824710096906032341761147497926534936349884766897365427564956363019027388149744986478877465092358714272735328268457714182650412928566003666886569334268820193316282385049177738485996898426480847315164213125534026551142350033961046108013614209574003672598983557610476436469966981166018201303960165448443933431637471770089545750951326742300224317917700040479537718077644741490561080994974156259511549142911989003316479585098395514350705805140492674526956213905564349324569380457658285661312979349273281184160818799729188167242034613186436751261634671886845369615059974075168489629185546487918076498898911462426944108191566848858193385176688880438722356631814200075451388261340042079121883111279113062798475134167053782580520160013133153529721721441002984523759616763955484921887765952468764027325505928515681488562074682468087824465536375249701980327481894854572144655025657054954278808475887732684567993110829861771914059638768524413494258981110500180546651536091190142218370658625362040385662946435104390263130305182096262401216355935461344513660645204090683070946834781526579929338924304032251694414549598864693788876560409810125099937894208573939249399173038579524617161268924387803962276828953674783199597896115687190706410181087937070352245201793741942669970547693307993189674206449597129026314666375357835779201467021239602687961039339114674727627644243378596100311934176768666693082249037054159159085535676145768674638380069816123498031207442975927435530503941743839607310714423921
397,1,aef9f51f-6292-4bae-87db-c1962c2a616a,179000,2024-06-11 14:38:55.79,177691446808092528049785795064203992667940021800397235432908615053594623330343528646882440229662392059855092499966418686169561619520137762695550488522331306509630351126835074064761309742060209765497936986853139039513635532320694808052336829004180602256506755973647977171603636853669830096793695656080998118799922972116866264586571862268374279066968421402648136558327222638680381931921581114625428968061908161076150603295521067008085312749368093686354273649886078309710682596485916081163949639670640920094606328010129307186050423289413275851406623931409298303565010268588996259521030698778297891361034145216153268607651373770571480995267178575206196835854630561211346149637498367083683075037391527630982269035049065046763501086470350138916539375102097944107133932980455376160066114937400577145501605199027893971300536560594992914903126403360641712303618851917499545544616024338199438422144146682991091591367674645691099733952150860957933762075105052716051509457449276036542231882151447392712351494659945660644099965931076079609081060562083372404134350438752153179126070911121359942265864974915249417984065599784267398781293083242278445947545075180418717687050614187098843203675985067442547586346655172427268662459162621353156124634163337437125148871291976099272352554630038327403740541016560730714810234324195235151763324965095288327768497539220911825693576266287506256715965372067593650754489213559234949322127725686778225687986406104648875157502854874694124682288165136846100083438015299158065412096202864817861483659157331594591151079446954455381725088434799351860379195609459440349375401795453061351987517072110674084518523297036651910942493811336405000704775444228171687476323953360572059958783704961623557584151211479900306928746814457737699985539465819675053220955041217633663223850576819300398456002212859122259905519117449556060624415821995042589168713943386611709245370992137070520002618788687278668564829797729215955541187645926107885834565856846796495774145253041810022747853986294048830849966774148508477028278226584694194052645333277617614298307837875893118550718563713635921949169518548772372552026358601167829989647757638325100677876091326919550817137634909777945779152749729115904142476807559561357448091236170707827263965805198165755988501377988841220819727884679686063589095817711768994024919785369778208160192384022079482604782745158681597320585937961746471974245712347800583571631059059919782401797790896336335512247407995348640917663715717939094
398,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1925000,2024-06-11 14:38:55.972,50136401433478417660349593739872754113582898677656356757083002050045694528883641648096136946065948547945240741515641644683119233520665692484598473257950504920534706482965095689924749837256215730310118215552306415538602780204696845897870492186211001714943916205034588825794339962597547564872958883929319355855115377820072348814432732141721564923568933295322693405664420180319881652351656581671189860399768029006908784016196012449143466008698241664451208733048146998871228861717680843145449172361663486250966582115573634173688274857175952378155987712738619549573419121939274196949007181650609068587952410989660137869076902047311266683628074163178297817048115781656865703425416443568785878424352376662415082416391720400623875580989524158899090470090323294679239318623394854217811356462992159392281702212262379136461378581483025377666003414729115779518222055422039313454877749152382022135841140858390969580720131798096090165944301155318642656740088961503401173625528590057580048498508108466719003319949761827119470191412364758644958219077244091678800757426398865317110358411583629881577257295071475980352680264556598180155764128048499530081753668764257128639047980472199914246181159915952260588562593350991705154621733155062197540240716941485170719108268788854757909155119100974937732331730190671858757198081379622144183865873747558628962007580006105586021062474351664391939723154694968109780008403075883551376036194160255987245422462626810717496952928722129573413219909618219448261895107053678608497492571446135041396295243768392618984548927996631405796242250550839831143208028234418165648646264445327726355300690164492186589668731319106281114651826290037584277188542229788202107867513684753931462709495008740839854120235800852207734768545097110560730270737013425464380505876282563076932800321251023170114569730586619639113123624616752773872129434470531226046212968280994543201901415758466372763413738742729039853492963622485731866710226124393701979021298345598014073500878775048130710269031969565899298159573518232371889967358708439748452569105702589341151589358117120832943798780810959880677005658093203530323904772415323553893520106563056883628261034326144782967540381244811720735853826082597235343419029595347624117595599944279553546635069876471716299131003315756263990016353608242792545887918875672396108055134752479990029919178458767829705325085607665072153542795541200075336212584794943370872678562358071915611586632118070757877062007690502234054466601878314191
399,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1630000,2024-06-11 14:38:56.155,242347714551230618756701478025906267875774265860542707826574583709453950691115482266421707772693341834884062393996500141932432869746889099656753172450637852470094616558555943317731756668014378042454280645218108551496931888500472907056139911994195645725693398624026064348764341017980527386184219216061625095702593789828392801012062849688633602383403953672477208369675686020388874783006529708025331151156572937115400966494660893330838844981948195547069867414741948249309254018911773261467055198819360863553082355261509373048178658787658818454141988426862628605728528111324847802489966863404990724789968165848849944802224399503989438132235820253875066739458932958130276379214900138825817680020825402982292700832111202820886569225665419929852110858719171709991755346937944829014141118014355661470202330040085902106488079253581074845183786630857398733307868032430618232652918899676244411239265451340410518557587213111113522773754574875943152185620759941140434066096913075601524271332769404356040088071433347165895904570436263416245039339687695781080617694207142539329111283925299453941963961489365798112675870251084312389125754765903844921018903838914073309125236726745102820734878475041678521236732315187260334033925405795240941125718886114082647470962304109036434809265855099653453616208426692431396343971640311251926028762137523455181845659472967175962526579160196253128080722263417895412663767245371304977330100270452095228609538325393788972761827144309365961662014867862103363339702753129131483540376929886429079104745203833919550637559694506444856374446293043512472070843868733362939286267816287990307344108567656141147077826183427109093316473980124429919844955991240336907433666991053824824308448993457938762297607911047202755548211177245167545859488842832803945943877286579834825454030780473674448649872184189248302872127620003961715906818217322821735171998200650190087692931271095447065784658931078197437206376570397832959299045358326416346431455654418181597913862364022850147571124552526481688276961002343852686356377013461154204666469923606341843810827928532659964309201949031786573663120621993213747572158642786924973579563350455655235912177550235761606786757147305529550354849072002210772971883974795726779485558337462890367218444071470708207843223565049028101968038668744714389205845168015415797038214422489910897186877399584422015594841386742450014214413989799017613632302627070576417030604359222555480113247831743281052739443284881424805620231663702132569
