donation_id,campaign_id,donor_id,amount,encrypted_amount,created_at
146,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1294000,264025083465413063307865467275679295653623379295400825744526709129956291088116952090965310775384384603063667173075208995607927380847223515745271853278464827077477553443850120939624123384780574973144281811088795239943029205456093381253594961843588781758256804618379475012064354294498951055291075182516716587222345759366808018601622549844108516830539348620665459307719376855925821430823826230633990268736118364683958466073853815259863903740499468694608626739314635877353125059645191713772323132460872184882064792221660978607541512509066915941079641456163971840016761354232624099473691660731038317752284771140454429911509317871158887400282382483231856696412161325056368765148517061463531929907448620977042899566511236276482653510835782768922669860119606083094529414342412962755493320291127642290550830500379409609750752023379077315147951912778556899942748656805690640520962446342229828242300759628746525559268984200806809645567860842533573638375456943575590087631322523544037535928957817275963983182347793889610206666314495419126213729671330430637079630095022143665830460575860143609557593659446614433252410215843848384861177836243449653976174230013465134584625930059949318947002316360243568582109456740278666385332145317889093309448073,2024-06-12T11:12:16.723Z
147,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1113000,64442907939961202864687226690315500118570086509040527622952773212159752032031785314610866788349117152407839614473980863887047014337087288860633016673291550026920556202792903956108484385849371505018892773400804008845478757363709006081924468766589881072701783956001800202013471385716992426901493048861945684249964154995292337342254518780609110767151186824583239795918166952665606688132585070077779305886802785245815928262065899632044169439642055716247531421980904046463744923821458143842809707069159830450629701901250811326561119025659284619011473622191183100578164629106856273186238999258244687970840620972976058283903148202134962704596863894780242420990499369243287528491367022489436523077069902232892487272138029653076052290206788814992168713697067916727580823758181511036202342410030414119209477063334123119403791977867596710899498029462352521383410041882077062932198384575322430921695863657485211809782314175080019877400563936115676639763694690850150092120828193035531538505733661038325533798378562801775644928977550616059492130932384063635244385279364135420614264511594084756848247848282359660363999194409603720400404335521985784158398240549545838160978956577651615614657145113055292072911415320428919865741370341161316258894302,2024-06-12T11:12:16.756Z
148,1,aef9f51f-6292-4bae-87db-c1962c2a616a,921000,200362737716689561557370950642595562706962284290008945303374415360738481745074987600504246218324824204852896738624882223609543500341695414367650351296517481050752180372441624519456572828406914482615096902642291542005409978658441575042533186328249974105387265978256101868937033611740939625182212890730349894976026625186931671652900362565165947955160018532844577331669821312066286193429315629063185711614358496428404948709488999947330048326232067442125178780380464091520150311068061954466275874161184173262484981943060151612340760306491526706401265009901448845128286044490499338409228654783348495437142313937390114631464004560199927738347862737392734965905515351324888041309283251488769802398905083717156419686818323524369115556575023481119702428883441170172968137681931873587463584147502060756441349928809948640450232487608421202654984010792102625749853538286716196261386783883223950969709622056384070856980371896595457948906907477570351595502773254495170254714104729509050176100129937588523451653777043270118436800910934145479322066021533188870748097353992453557566624998177298402556465963483396341983922798831921095380163966018660111767875321881217899485087814808729837122743702049178873608289473772272646118619692820292246702233444,2024-06-12T11:12:16.789Z
149,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1503000,68338494628125986867735563939582361748154594907943308391212265342791879725545442720654709978190214629940670937084044376517371564295530459082918396325070290241361354195364720713102875984791788562258533009523224253875952326712321043316714401032918363686012122406385267782137338850070195777730855675802110393500251183493973218233080019999107571842550600286132557913140154295768400760561489696750185708757613365849960919102315357434349059940240961325552349074182673920102273040676607882435714908800269076451244293806400089210480086305538806725051976564491041104355197083269701620833941893551678198089999132702443485174014863347740960032476635093641526767205801647730054679681301453339912452840634627770928228787286479922307125642021880701582912847240778369931600052658507812368615040380992744905383036481547537372746758509068386773841324266164834774938021559174025090927391459528855858932571202041719930652782860572435721778938490480748389548406775819735749074968310054172818362179211561558776026515747488823744223651565265542364912627933284102258354896366930456764762511744593865928628096152484781623994186174154614022153694014761803847309545811228494974587913714078596922259623106996462844290989511876965807558548294216174089036953265,2024-06-12T11:12:16.822Z
150,1,aef9f51f-6292-4bae-87db-c1962c2a616a,730000,195122801614659366892824233574456348432642078604229378084996646102606885311560574333227232190413037351236034555505948587074982823581018681116205154802549818096132337487354889072112242971007290555833285353510328864561908141601896847269007681246378830451995643563546612098371961754945456853888251568287124870553998192101227673974824863838317396241461438221746110828733867406425711047123912009142365380653956635316231370156388524776618114864119570411625172903799601889448338564674113072364608554326450094156727872626882710359044254023556260066651393443302306114219501445424325639678867469319586067860581503902023963429879250364638861157802729590433338386452351679531597413420215481115951940275691620346614942449632344021867777708180362575608527725088012807476692271593155842698103971324519886469507576825482627932174073551793373015449589508383627836336389700694431641098296570971436887800589068405696094255380528105323339271494866123248092080341859407561274166281552060929666148971640543514797388071540399776986257851408560474137132448857271837720522725023253326116685286623726978291570886145824353514596158383991119877279121800791036050261600406417064559867264346570664093194200067998576076412221207106799880707683464698774765298751972,2024-06-12T11:12:16.856Z
151,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1794000,42436795952146757443936337448551768930527903039265181234260834695960924757821031588722703693630437461467639898794227308181029875271839622062596515322303426122848443291290060864144774988772569889196456200975730202150242272046308066513593231191984111637255119473069379766787026008606684328791518955877409101532441959109907306040578051265228858249978239638719380099860216431369767242629472664791307839940098023574633274427520506096330090020348168659167526897697231026463043672938622210265749641538626617877237128357673147883480678165903411678106455879672081939577192747969431035071593515610109071301713822128256820453204228052047905903773260957448269573858431928505087838706243201757295753757082245360557007727344901129820093217525126555454804507076137527139158193389237319512077561124093608415792128574458035934163381375741685964796397603503140817191499472415872754325087011575701664659946659287063420597546663411503964027343367715631873187288883628191433687672334020828049807631799839800070703310050067728535330579878599715212624175726728490613117753097429904349210189819722818523757551341204816644781671944373738942525727117466321906691257838823022524458665840020946782330901120562048708964726475476785475024365137873991352061414001,2024-06-12T11:12:16.890Z
152,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1944000,231415685433787370948408926671515349826293585269523757671840671428688040788423753298050460534260617866888461232319642494846016581302188081311976585413144219708396546673181911173501663387183879660412473081300083093920769309192967111523665909414603476883406501264607274937544061752979074006596780975639883636553371584089407892954918275544141731108614646466992182046691008614706086201877366097053280213758143784670477758506093876224952906640849540232258411572835294714458155311832305569071919156255849196017925244310350853622920359574316170495729729733404252064590577839876818175041704821980872618806536199678813402762764271338994739762541211666912546435710497914606737421697634057012839254170872006224447367141191434670319476458757698390916393923069348446583735560984111588934698363504091618063323252613135859146484661100875513773323577698012220295969080689382479698338088159402049324836267836659173625331255394501684989153600032980750301492064295322406491168420519357259085762390593993809887503886128599146848238859749090557631084543157136970531759540214757094290173976241922875417175748809600328225919554097426679484785357150037414988871393088080248497461998015997915976157822069705690957308333601119149219844644432968773899653680836,2024-06-12T11:12:16.924Z
153,1,aef9f51f-6292-4bae-87db-c1962c2a616a,333000,60599033317849982076462508294713247761515541790357143673062973352687958254195258180562802090116878058588332669411805007915422778596942152912799428240743945874433930179736143340613940959165694497531443099893843585537423537833108046808470737999595072289172098397862693026563714384942039137961221315750597880108686653397493492807799317474079194684327602435854091344732490540049465566144885597947457512128875024806745805648458229568776545835753192950018627517081247498618434786154292454457383702442061217782814786828102449151377817067488950977175472866408804576027591016054281031711474891664032106137295710098976773053600144043453882175990727907796392513644926371498248939423673178587694922664203596428143148593570801941978769792631468073941595813402752640109371730492396578967556781589993323120168495218690084370339466319502675869020366613364366080674772363781279816169797864122421992247403669185406656028583454697054551031576336961001602425255147260199996758149959711173523586893827877353195636842192029989578145098334203810802623647434824730962852626855716018319616320324273346715208570909830378521155123487351611853309903804192953259028576015174086892896402903276671069507176698797658178185061430523568151765603257529812220301556020,2024-06-12T11:12:16.957Z
154,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1088000,232726805926141723401208485443996431575555875050456753389628777358712517718896540741107598668392622820742072237709392013029190149860284878314170449675180219938242550811697871915865251474171314529161610489336591805511336913742998334413690058561481431006673244549298770519457602565766117121223611446913450427090224088094054899868128229990086542260900231072430689721385582981553505337188220817832985073408470221388952619769884222721633019567338259496157846467983259798033266053592163782332409054677461910107835705966814093571677611887406782844162615407998103989046492002947362648184815593481039477630726014227341640275600830946722174729863955705859563795886026514382207881204702748034515910416361691428286529714339998141355431346043604448876667902701838225577756755337496893668453883476239207104627625753303973899545300688276870199068014924285012795732045913886487759102162203531648115100786682063425907240279295094582562157311911189378248482697222100596596370344476775062186810944002202460166885653163674460369956411907604267401316186391147765942177527768967300186286073563456939250545576409722965983449110993202875444520634997138124722305323440967652797512797513379991556441127900358005899622456180539290804018353868380544317798671439,2024-06-12T11:12:16.990Z
155,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1617000,154566764867382638391630961696389208558628828956582332358672205201249152453332500989958433856559995347752931149673347509344439888604698847158497931008035004769065496849444635001183005152711499350467225429420619209886812077074795161450190849831413784578463597100543268635245207791888597404232040660768735081284970200217153593761846708023167310858635459025447774625286473855273150623907327493289371233043436570501905145252156793520080809218623489954648533964203985605394929545218560570120422018046065064678669108234161503688444274473832026386016278531091613193707107735558327936916394389155684127749337546878348717580929799438152587207243773886039546820169887664889693488542369673153270200355916823902657392868804763662951792683593687992580100008532159337586962787503000510885623190054874738932949179098025167947158802553661202855840079876833287358437494739402837812865592287510546446514695613259997682598265073163609724419141117348613932495194720074159204698983780892446755029944541216789004668184987351065878601842644344560930630105398714306843505019652025422403240596980125462736963669348251911066354421599919393043982225174039830599683551990838571746891930077533062064381878166126422164373739635486240254548569078970765892330977813,2024-06-12T11:12:17.024Z
156,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1625000,301498808561072775654343732725402328105338796568556132127872356168421014923888743295666225300079067291962133247221216620883511439828825990451253630916199921913126249600237275833239983935747796031777257241156530651881923742836293076669227651773149375180188479673909415316868714702065584712505133668972003558494168659380758833834046408495721589852443261494469628528796099392780234471072261717000884876518058818516870609889204558346189832197521305238898346700938937045448073272867961965345092754770261513008612467756546990374887019674475443402523648358851522714318454622505404664763106753157940558684176073235739520188456194843610409216283419329617840091633337290104518048875525227289034514464780123730248335735506643338553210611863067498942777310865808115116259691862846508122691739510809342000851677785210799935538916431910251972909825076936813687441393094531754259180567707619248458016531183288401771021455718140172405597212192963243470701356001150872965592377772565189638165738264669918642320670463311454218693746286469653532452055725770404691748119067689033078236941213297599877078483818239043040076867730666138704147516771888564360524368550412852467723059981990663219016970303604159317273836371543969393505979613021398554571130272,2024-06-12T11:12:17.057Z
157,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1911000,255321944349796794557191435313282563025019932321705221763689718275902587121681279504996123510925763314256794209544537079011749246674575687762622228073687555376427150129732991314431518002465590826724514816270096643090601077574591779308376920561540973178247550536775849870694680894370476173501363913281820049459552123885312380499871295242357522090376839620700676721249363492816302512997982207546052670007685367080727274878273753755366672757503011467995276815262267893495202124234192280142476763068380915484868238509911759901400822389952589697641486787003971752799818049511886882529240832980470727618846958262223012577498696222237245451431180478937756858783377773847900734587902475864574200221240856924100263132769242599029361806447150952633969458470747391695293179149742184241669912401742880759611988389793511869337700259532317311923369732147882965847057233657127878031322092455209812789975890621018914244990430353838420884354674903765279098976709431951888861655524009929355660696273895717620043808470600968875172383788915461642514105110328218791839326181640177744240522480518341001947439031073716022535063015493390011742161790432898201802911335900762782524583658543099797141064537394170330269558933128767865501801906220391894274630042,2024-06-12T11:12:17.091Z
158,1,aef9f51f-6292-4bae-87db-c1962c2a616a,283000,136667622626954036224269868007042914660692241006095363279580596685411165146502883869105514408636824083778131479103983790424295355693592457053093280985038821422792231024506561193964888785774808590416432639083471485639614785451511691849950023760953561319086540487471262069241806278691528420489027820425414136732451963897703310982371677974707052809252115008789499211529911228280784024327676198362594383427961481209107319783204712468409274636099558161637545995048603853882968328572898060482720592798130310767343137445852707358099215135288524463834083249327282958528987613598947445984375052231923472639349522173393566827369958266956087882704639523553290731323856878647252976609468537487414211996140714323867301325262567234879577863845301394625583487682108352985995402588205573950488285699200867819576667150697705983152909123290716294205689998714396347838670585781384664157965109721354771112877051794455552484388979343286627741164413522698818840345668580242991538764125447504437567992057800034383298693287421584142459704847399708266524642293044912144328572099385406487629730618998773119808954628605190308300852431772475172787132576641728492785881864246160812026031009081244105357447746025674436034799819645887872519323486119857132844195846,2024-06-12T11:12:17.126Z
159,1,aef9f51f-6292-4bae-87db-c1962c2a616a,904000,114157874621023712186266871622108346513798316363477323405219410700361765558030071375275181516937789394478289759691521121958812407388547323600476652608955587720553024922511082105385605007296213062992848051496798120768389968054357424012486465623578224711929370647279556103770887014930281960888183666069298463615562272379649204283988549422026361799244673848526342765046822347289545890559101310077715912808527412578188654501772196170562911976887078677621225751305271819557690180493446452093980592138363283551167548877469726470277043079395151571702785104784415819213340707897267651228929828009140725394029852808463621730481398632181443734020429235304663770847755878830568389464511703408161030996602736525838618377789060154426257217861057978379445503078485266396430400424135854365502762891060826204059512989799032720820372910150994903152113577833055171023180384696600645469339135752476714706931725674422730236739877894752357294857278086062673184604064881433465087584715842684912002595092826264963081512692385295805771179941740732918662235378478525453458417635267710650663401857109212861994395265513460444562510527133923039308510084630430292311582339812727131346814486443179088462777119103912911260632526607157268391579052189551133133405249,2024-06-12T11:12:17.159Z
160,1,aef9f51f-6292-4bae-87db-c1962c2a616a,336000,332405346315491131676509301985555798143887037506399437924870202384381562661532855494265216071382042398147802120636921904078187268064062109752286944388292896425052268024675752962291496844661197699865182325466401013688464753988452867896867264268099172450554333235266168854825977012432281779768024769266456330542719529724773045090882367978787059481472501022637105499977781932504613423666592688834996428819288908558787551158117578882080168369813045434671471871869650526723894630356665395645263402093457901013887830799073210076087537789737505717088975119271077724051903959006976930386272477764813529459689325790861773833522523186896077269520598582985232638391064677509441044071887251588823172091212074784052716163130765581153030343815521121128273909219084060030411532426001886417841007052635784332509581674175927027670799667201999539869287817808663879790842538332855948173408434134174318882459079687477548165998294156974092681811398470326621441812980281764535782100821095433819969377965081346965457339408956521176696935154517386308422226231255540230893223507684396121027556226625966846579070235522383757170094161244884975526683550380115840838450891414674535503830632922150159884790561841045590817726881034137377209881615859788934604792539,2024-06-12T11:12:17.192Z
161,1,aef9f51f-6292-4bae-87db-c1962c2a616a,876000,117893610981221777289147396420782128441516844812285151746223315700223740807207014410860999828050831380386186694894956609993774067792976647479629638682928564222013579341821602662345371143106316653653816097659124975212452993668088873184508723084173068679936700406520538795605052972495979601244020271749277684011198907096663891827752995370352889473830778423049931624364105113698583960738818603316685470890771909891570991460685643327154851868744664717721102753555309811600067632958481587381923456855514662612870735386139683332503484703616446162866246479492263783894019808330027014612333822974198142349157281441694771884661789553496416805348491851113058332482995797516644585159022439641520569027475271415491508800590583253436006992615980187022477138751271393427049352030789830005582330907730525078891007622447865882787148713642818282952113546148291221923643893317181990695580340225136485136065848993523950654993121148026172942809607995225235606075873251841876344628779732460206066837647535246242044396903279866145846535776895600251825709479488896439621986406334062281889871782551826182018302179587077630601564274499852456037478567429237782384770222175907498950911640148272974132483192232551913067935251804326389793428262766031813745984447,2024-06-12T11:12:17.225Z
162,1,aef9f51f-6292-4bae-87db-c1962c2a616a,228000,206065289365960898281742414373241019236949601113468362202619551285682880205573039731890289778373687897909524958759274842202360312918887725213647414816994603645372026739899621465981677654168196000269923513315555153048967876752844050969786938023498651939656610645941687483619664993798193038321900548762763874264394330227537568605170984157091758113829144844357932396806154768329577106121153622014970678483354895776539822676182738581191884801545180007049332831402329853147638208330110344621497219168841077101827190358296308520551489707274660950987223306174029002405810252156108757267508710405428717215292006957492438032349698220855339353261624133474133209884710769860328392993412687665676774233267424028764908481965097675480331038280444819963350255719724315619132542786799565506533098666688205039475212978165727442732611562514429703911181924454059864076302776431524241552530264399928838548884388261023796657105476292802694389249236346378786672027810917281679788753016194576705803048822238350145726972117435418427294261287604010621471100157853271572115236436736630265154482631842424705369847179978041897603626896951597893800982335967078962535660452649706160330635953076155320308413373110647538178971646176160406699737702050735350151001532,2024-06-12T11:12:17.259Z
163,1,aef9f51f-6292-4bae-87db-c1962c2a616a,235000,166643534909843330551900999892116671782476770750230729392062326290732774857544089011082167434832114542556251874391464925425602017116662700136265186046926954328752193150250205559708025616159637433750337440453931016734316151377161037388327443825369067332682155174833874700493947591171575554674781455293824334039033117422139408878864362818208834786815506290731361403460308842708964809584679608202890215230007890061573326650431162196951813253942241756097145282198956067749561799941769007187371888153762079776520823075446821120647977268856552951604221348202996125562835068877559801998497389390975159846809781033438183432992512791045580316146354442080304820640433026316595848714280377612394679111675342642186471192802951470352399751964168654471100073990345281094708814796983875026301603516224590424454164791916353372590789061783192114179555241285517442458890355009904697592276910069298693277845454724750388695169078532285100884451836439767081758538763626525818965914437259553255646624896460060696387570870287068280688495059345893384262254029631245857361101868110617637742972911635826785099154034861348744984991473332934320211728977332360708305406003697515552373471605856498002052351826852427323905248773951534777288843278476392435027952863,2024-06-12T11:12:17.293Z
164,1,aef9f51f-6292-4bae-87db-c1962c2a616a,888000,130935354302639088240249718614062829280498799622021294748183692175557289625838183431195387846229720375723903180497452669377523326809412817115310626005838335401436479078109017400480030446034080944643901208269346485185629577875180922842122282662517653888347477350563883882311377598205555710852435125876171098087842103494667366228813506988892384657839698488753157112872947500591204728007919530081591362125962181159103692180755451348579310451269028159108157674112550542417914491442880663749800671145726089549080067485611197236579647080540667893940644910669163686531243017958437331138004375712704194925954735222093135645970004201143318068336642165709178081777995949728153890427573631828002841875344227443068632403931142613131247611638369028478827022997418710557751253112406936072800586338875388816897242479557363386925363757190067669508418925484153400836266410292976687319424542345850225670675441604413137938080351281736088899180497127800399193645266917280784856428735255095252953297875068717318586093693258403075260278265648154498518007376235277933305014276759004506522248291818338208829025719746967626338662184686339920514714420987883065661544256078553330177199544144976952031340468513612640668819502474598564366542879229014437410053990,2024-06-12T11:12:17.326Z
165,1,aef9f51f-6292-4bae-87db-c1962c2a616a,590000,215522934865506513179895873847917288939239550639882719675346326498724429685107575146472571706660659448827079801970880878045345166549628410388991271160970406391410439014500896750955958230673807777519411156161737199627751223502446661876254725961345305677210842275503182994513168628708699988425468358905844452838368832138224673773112198829901929202351927020118410635457316850255762015294741177478814806478264775332771321866569773083900052426396334724362746772043275997886041980950815511068135483992179385911060424823657211066388335080099802561749166697956135042846138467873348190675847934669137348315009577271973352014787257805949977115412601019216138819514101816224279810730167655009375578145358711099506643974199117184075419226156925034088641914914468353351954817358080420473883296175113341729999138471245171625994713598245445357033918295424495172348526057987534043409374609123048961982424165463179259222192835879305824758412514026051151497376310820885881022472901411505243251391360558369131390890119561407112327936507255018219157923556014395962324090729278639494337616870624714520827161631125988261937511967226275869782667583060098854700108084060420491661679642967709715933135301893173475541349707799636478708515663787509108840327944,2024-06-12T11:12:17.360Z
166,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1453000,325598095063230012727937031271807648567038528424860680240131516988177429593638914520622314573315152424095226749315315145328411729301361702476708917986752967930800135560522328383815443810793944670852213870967156634500017979137273527921976518163442756976424265746839751053261806248727814372926491213016802372252108083112506484281146126835766017243282529661930092635779617789491131194788894046291609887760278040477920526917371994790174900791184329960101077207272407830058811066114767317849993304858918750334615595447399616719124750758101645709206469609075081458201654177336353298395406573958390903881812280949649326546238746738955411235384459242087707071457004216487194451888727276231663341500737652955313378617420504512138230683283681655938726071204454271919640751503460256001328337242288960151030458918252835930421157775205950955723565365404049601474593182061831201909266446316088198686991419980979866470846772737121530046921770872371267263483436393438658204848157941244782015891782457896829534471188797153849534529579904269868106319005797756850571405414441869843407569489336119409893664495051557556808789921658069501917267427890153214807926713140180915222766091416321103505749743808637341528692676074450472099550621036918631886437134,2024-06-12T11:12:17.394Z
167,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1394000,343016207877133222987812604071058731543652625030711661394339573092436481988065024039413263098422182962982566549793618894379559463148054101518173035475159282302343410836250937981645436218932428942848299439182876908522837170983387367273404509091640437766247932991745211252325428240297725298434016421758667486981039513497071489818477520127352411692455723771000760132399547101058407910410073175831367089703256893894715122669720301357105990496281630613832920758119916233492034819676944230546972623795678348955723202634170116291406900906315445368519267028867855962016927190904507853680670394137538640361500795101346531195714890198542998108592391235079726168944755903515532192774593634622685451569468051233309414964653228932258723753275157101133299035859342036749741127724529457898175233862625870802248235759681696193511539934611959917216994178592680586039076578759189113260077138647918885332609327826549877587799735129365454708639633668439013500488223397509565158372821131072168460328770561474902599093208270297934884613733461506786758677549792024288304946381623622269336363556572948125913166401201105623042443799474153237517809778764121724147676586348070961866564103075918877737630951703075486563059327177036658494662494733727417791029262,2024-06-12T11:12:17.429Z
168,1,aef9f51f-6292-4bae-87db-c1962c2a616a,596000,329188498291396672206055163892606798391103905073899580951319321332146448421543373872625423610140559638062540591420216509778667997581101074436802186722781970286619728141701546469047475028091545985286483010591483391011560265940674399620759619098702819839533876091943526533532863448013831385443023981564646135640975455706984828975988447127767479833954501554474462953858394236288971916502475129554318084678454602524699230339618680256999106070121849937944704417790568938399437757565538580766093362912445552876342058627862097811583726470448905033889077171971090141185917280827955033797115636865900630585810927227817845790985383056044657522256143652170661348963417751969394219942928319840450065601942259248593867915565051347087147177139505331855143608740121341887336516816083484916144002507053554632293182841168727023561469736747601074640424515755452237033336266113422127019190352790108350735943072446757959581519125832832622621467971904307963471583154124036546907099957341793187898712455667764388731714981743585770770557625299597066361374031797754722307113311959725081342558379019797517910582514743022985921761482160709816463547880424595981139589185105669260011811142825344963518734959428466607390080071963423008523223116757678832976567172,2024-06-12T11:12:17.462Z
169,1,aef9f51f-6292-4bae-87db-c1962c2a616a,207000,101670764870049127271644713348071747673208031225960553125823462315502113850572600532682884511307594441708706981741153777952797634834263856796264605267047992206601704469479870260782619950385786887759511319944913689088690933611203862415185562263876536512277612286132221358352759678765106026837729364859230127325350333907219893303598300432932081649748579867281784325868511499345054502084519992431562638769789328773574044467789954871586999718695462263764485509239234515524518424303871197683962728060309162951668246653052819438065978266345757716071584080039335028070875368927774969080191635408191949247540749805409774034345897222098498357489939243362936489379625994731554467282585875377147388999239627770246911120281934313262712848499194658010635736859818390387723893785313014684034927500115582352248650093103620898971301514674264140581237799387215787382839105004400459325260417290500277491859867147084458734535051545346292176245321948153756137881993495965474725252205221701423537557724772670055860694194644841532383095075130306710848021601172731995337011078473458438607959212840387914006030236916660745103677281231213977167225411132875517238299854281944549031474577497446214776282852047236870978211637869559525359006968725953471585308361,2024-06-12T11:12:17.496Z
170,1,aef9f51f-6292-4bae-87db-c1962c2a616a,987000,213824640839371682180610672849874085928867106756623535688559339086166107334410474922396715393522489106979043056304025445669384336049594217407275191847516409731278312341100492447822350769414830208436584458415769850819042616418155111499210472523781911636172800366823601359468201866928359211427016706499934695238820827907373259551752893591706744091293360362959452680911276607048523650116752136851084882125819904853344929556146673634872130654298559068980797503231581178233757116313146782738940177685140518918543147911352511881405633930774981705295358275086940011579611102808293272386200640018434514667125119462003301921042753923079081033030453523730682013122424333623323164424500469324279149654108559287645616551346477730502069624121000670987074388020779180064416465439382498634084528603238695270007705220387469706783397298168572853451254483589869417853187001402400850089104360894710165262706331479868892811957285262070185845882079560810816499729771749878402417740099873309254953199632526316723030381139737990949497706407208632078357938968239457344922199202523179440645976424450449030495661900120858142819805758326923851675159208864956704375087696231509222812251256552880483033724756168787249566583080587447509659093887885951430289261022,2024-06-12T11:12:17.530Z
171,1,aef9f51f-6292-4bae-87db-c1962c2a616a,176000,90225708883164145596057616406065919655668792057212719127619560421311168134746033208132782532668027355425196894527107512302457557697750656379795090430300995905267708522213043272708407325033620746277073745753196678095104147308582725524631850750767482900950722482273244608392847490640583205393726281711438120834230069913832357962215226277455258259002502342328487536273779064649666463856940981752960055075355762550423226104360387541010612205383369167778827825949082924591152760701262187606208736550222117055282699193847282290326696891916668272359935402259603521925823141635284378309742482522079944762149367772073798197444759697850437722361724110881215966708179015034660772748856168774908855371238487667758395937446851283827508014626609630364812210985006849639060698837485884615610867242366483150318184228690060290159023031096625586635806241207578225532363962498040997999633077510530005637976524549690907269490542534374845572619087736409985785998798017297843355560056195960826583202976732553935216897478463606972343819755849314313366505841191966970616482334667591765403110185116113824489262207254975021537145713398334284499681499891050079279820534912066821548590719180838387108579542277318744409737361272780758821509326233711455536017299,2024-06-12T11:12:17.564Z
172,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1065000,74305178810878571773253861674190058173334967891914358803840672729351783552742900463428117989460066485892526604305673024360884460137781740326820739577469228567785486860107394330784688743941445108251954391741217731520019381866855956572126109953949194436472038789391711147027199295238618539407816393946932693170776188497156619690816558830105223274829989144244294341855812900848976981652299716327016253155912141065661282461385617832259002567044018688889268377382293262199699573469008793630963278665362751151766501586971773699022260108541649783796350123053084424597015350071432385697983396640410130664684225954838112297402055645382276770855050899699345678670246301179445157886965701298231374725111998516562183773002855504854784916539885767934410951513316162499265758443449664002644108373928587714169247977575721023824486292029432690353694625340803589319861737516503808525364274472569333266622297549763890013288736152010412990215449394670673168307101853804501461873264161433890826871913191926206444986700220957465819657829591885557984657051341583172369495717903241518843906617186661668884245336952397987321207704103646050069338511273453616939253195858794510145994495532003018309173253558857704289033480502470457027896530551176479438506254,2024-06-12T11:12:17.597Z
173,1,aef9f51f-6292-4bae-87db-c1962c2a616a,437000,74762266537326924712970926143944317452773317077977436223587486086560198403409815871099078310079689102439137726686483769893107384375742186518233715112528719326147670749292212753957589867980898847113040922708740048449574453933552188783706637431457763018938284323974494055186553919994719956030439432751434479398552040924796431240370761456799914506639610700532616461516889168764170867744262552402819649259076445500908884783028674932407349448103438199357823188347786056421372648750355206052372349702655171135482596075818473034603441818500644983669767680010161924012617561780915327362252752325410095066023720505350728714224259769529279215804805014442379141447420468056459247501814514498927815133078051284367336651187211510093982404678985995197229592621441882608435873919065384203544964630860624743822714355646205227466875132451932967609646688943379461824098657753213482395523392778539188152220798942013391701289354009594072793530653618808864509396307781001631193545698539817457935676526085192052074291086217952229393156495830228972861300976940631038967451143441380844189992539495166740680756971746935000258280865219305727788504381193116010511133155292454808558893058864803415751793417052183984910247373190578850003433582092763377897367051,2024-06-12T11:12:17.631Z
174,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1718000,355057279267429534135831364322531524084915286116412494819970506949940474765427521255806043392272769624679661269587856697268346407686947683541067944299027543430487035392240871930543841283308855134616858117098239774179311074008120528646482125056687361739446481426251035986099150824162034522562984841741043716467080086135033267803418042306895944930726994629591084151418622123023796977636130406012534152124815662009247724985702219515634818457449235531421414591399772226793225639508367222436109472824128987180676409914526161894547170892981910487906902601809649742190676626850730544723585771040614374145958126390202534104802576534195776830076495035689886944646450546379299528392759489005228904558911574744631150837810119780911500842338159965158155989998218687170445542436998846003480142138505425708762047981475484603507412495379091539677097994098684366339963100482525239305558172053997504653129581849596851375156576295520612178876149166033141333101548914612060071025521920019770645506185484956228378464339297155030713947915903877756857681938981638672969521760457339762051216388924424982995593486060962029983693839016513072245253550492161456048422437404529682389887396511293300100853548583847406655487267287205147518094045163943113365465445,2024-06-12T11:12:17.664Z
175,1,aef9f51f-6292-4bae-87db-c1962c2a616a,1758000,227008464687141391744864188798143162452133100749743779668639646695101408057650433830463324458547163986289459083544176404587101298276845375181616254689047020731845799215464560850429185549247812332918076519231538803652995219174111683326402868796314563131122533709596310006443617922169697202040011116768634945435631558701693044802004905071308751171041082577344638793231374455330418377590299441688873961238514666218631280506732043048175168606817376048516930938547788579693955689840676776983304031344164925162755696259870855972241100978253303069735239210106879165572672718701126075768722702927383566195313298099241535743950791532168968770607220622191489369138019144298464729125994221554529537461165336699548855300947559882252289166101850312984300532871711641756238700390003739651172801806971208601616995941327491764991597913497086603832521253604690241013552208878337801585546147996391526499912740807174401312855015859054292073651811910044300469862992439341361495681630124655343904593187081698512798427157217723034177662186335396560742014988870537223541816898186757920307052625989618383583013213399773717056748818514349150385060742186547754365065343024002642262240486800738341608613768440765312139827209381282265302149203900658829854788391,2024-06-12T11:12:17.698Z
